"Incident ID","IncidentDate","State","City Or County","Address","Victims Killed","Victims Injured","Suspects Killed","Suspects Injured","Suspects Arrested"
2222557,"29-Jan-2022","Missouri","Saint Louis","4900 block of Cote Brilliante",3,1,0,0,0
2222383,"29-Jan-2022","Georgia","Atlanta","899 Martin Luther King Jr Dr NW",1,3,0,0,0
2222766,"29-Jan-2022","California","Bakersfield","10612 Rosedale Hwy",0,4,0,0,1
2220985,"27-Jan-2022","District of Columbia","Washington","4400 Connecticut Ave NW",1,4,0,0,1
2217882,"23-Jan-2022","California","Inglewood","1300 block of N Park Ave",4,1,0,0,3
2218159,"23-Jan-2022","Wisconsin","Milwaukee","2505 N 21st St",6,0,0,0,1
2215955,"19-Jan-2022","Maryland","Baltimore","E Monument St and N Montford Ave",3,1,0,0,0
2215256,"19-Jan-2022","Louisiana","New Orleans","7800 block of Keats St",0,4,0,0,0
2214013,"18-Jan-2022","Florida","Miami","10702 NW 7th Ave",0,4,1,0,0
2214306,"17-Jan-2022","Texas","San Antonio","400 block of Spriggsdale Ave",1,4,0,0,1
2213456,"16-Jan-2022","Georgia","Savannah","1100 Graydon St",1,3,0,0,0
2212018,"15-Jan-2022","Georgia","Brunswick","2717 Glynn Ave",1,5,0,0,1
2212203,"15-Jan-2022","Tennessee","Knoxville","2700 block of Tarleton Ave",0,4,0,0,0
2211746,"14-Jan-2022","Oregon","Eugene","219 W 8th Ave",0,6,0,0,0
2210480,"13-Jan-2022","New York","Brooklyn","1014 E 92nd St",1,3,0,0,0
2209840,"12-Jan-2022","Illinois","Chicago","S King Dr and E 63rd St",0,4,0,0,0
2207435,"9-Jan-2022","California","Fresno","724 E Olive Ave",0,4,0,0,0
2207931,"9-Jan-2022","California","Los Angeles","W 35th St and S Hill St",1,4,1,0,0
2207469,"9-Jan-2022","Alabama","Montgomery","3020 Atlanta Hwy",1,6,0,0,1
2207406,"9-Jan-2022","Colorado","Colorado Springs","1960 Chelton Rd",2,3,0,0,2
2206813,"8-Jan-2022","Texas","Houston","7136 Clarewood Dr",1,3,0,0,0
2205024,"4-Jan-2022","Mississippi","Jackson","3207 W Capitol St",1,3,0,0,0
2202976,"2-Jan-2022","Texas","Corsicana","1100 block of S 29th St",2,2,0,0,1
2202727,"2-Jan-2022","Texas","San Antonio","427 Montrose",2,2,0,0,0
2202025,"1-Jan-2022","Missouri","Columbia","122 S 9th St",0,4,0,0,1
2202001,"1-Jan-2022","Illinois","Peoria","2000 block of SW Adams St",2,2,0,0,1
2201629,"1-Jan-2022","Pennsylvania","Philadelphia","1600 block of Cecil B Moore Ave",1,4,0,0,0
2201641,"1-Jan-2022","Wisconsin","Kenosha","1708 52nd St",1,3,0,0,0
2201848,"1-Jan-2022","Indiana","South Bend","1500 block of S Miami St",0,4,0,0,0
2201876,"1-Jan-2022","South Carolina","Dillon","3261 Hwy 9",0,5,0,0,0
2201677,"1-Jan-2022","Colorado","Denver","1919 Blake St",2,2,0,0,1
2201535,"31-Dec-2021","Maryland","Capitol Heights","Cindy Ln",0,4,0,0,0
2201716,"31-Dec-2021","Mississippi","Gulfport","1200 block of Lewis Ave",4,3,0,0,6
2201216,"31-Dec-2021","California","Los Angeles","10211 S. Avalon Blvd",0,6,0,0,0
2200968,"30-Dec-2021","Pennsylvania","Philadelphia","5100 block of Germantown Ave",0,6,0,1,1
2201052,"30-Dec-2021","Missouri","Kirksville","700 block of E Dodson St",3,1,0,0,2
2198521,"27-Dec-2021","Colorado","Denver","56 Broadway",5,2,1,0,0
2200720,"27-Dec-2021","Alabama","Mobile","3606 Moffett Rd",1,3,0,0,0
2198014,"27-Dec-2021","Ohio","Youngstown","2626 Tyrell Ave",1,3,0,0,2
2197178,"26-Dec-2021","Virginia","Clear Brook","I-81 S and Visitor Center Loop",0,4,1,0,0
2197391,"26-Dec-2021","Texas","Garland","730 W Walnut St",3,1,0,0,1
2198071,"26-Dec-2021","New York","Buffalo","1300 block of Jefferson Ave",0,4,0,0,0
2197421,"26-Dec-2021","Mississippi","Fayette","225 Community Dr",1,6,0,0,1
2197328,"26-Dec-2021","Pennsylvania","Philadelphia","800 block of W Clearfield St",0,4,0,0,0
2196827,"25-Dec-2021","Louisiana","Lafayette","2106 NW Evangeline Trwy",0,4,0,0,0
2196434,"24-Dec-2021","Georgia","Roswell","401 Huntington Dr",1,3,0,0,1
2196267,"24-Dec-2021","Pennsylvania","Pittsburgh","7300 block of Schoyer St",0,5,0,1,1
2196839,"24-Dec-2021","New York","Brooklyn","1031 Nostrand Ave",0,4,0,0,0
2193049,"19-Dec-2021","Illinois","Lovejoy (Brooklyn)","213 Madison St",1,3,0,0,0
2191752,"17-Dec-2021","Maryland","Baltimore","600 block of Laurens St",1,3,0,0,1
2192046,"17-Dec-2021","Maryland","Baltimore","1300 block of W North Ave",1,4,0,0,1
2191683,"17-Dec-2021","Virginia","Portsmouth","4105 Portsmouth Blvd",0,4,0,0,0
2188999,"13-Dec-2021","California","Fresno","E Normal Ave and Mayfair Dr S",0,4,0,0,0
2188843,"13-Dec-2021","Pennsylvania","Philadelphia","3400 block of Emerald St",0,4,0,0,0
2188260,"13-Dec-2021","North Carolina","Durham","Eugene St and Mathison St",2,4,0,0,0
2187939,"12-Dec-2021","Mississippi","Bolton","6171 W. Northside Dr",0,6,0,0,0
2190367,"12-Dec-2021","Florida","Tampa","Alaska Ave",0,5,0,0,1
2187990,"12-Dec-2021","Texas","Baytown","1403 N Market Loop",1,13,0,0,0
2188066,"12-Dec-2021","Virginia","Woodbridge","13989 Jefferson Davis Hwy",0,4,0,0,0
2187027,"11-Dec-2021","Illinois","River Grove","3111 River Rd",1,3,0,0,0
2186517,"10-Dec-2021","Michigan","Lansing","Miller Rd and Cedar St",1,3,0,0,1
2187077,"10-Dec-2021","Florida","Orlando","Jefferson St and Garden Ave",0,5,0,0,0
2186696,"10-Dec-2021","North Carolina","Charlotte","3100 block of Marney Ave",0,5,0,0,1
2186858,"9-Dec-2021","Maryland","Capitol Heights","6700 Walker Mill Rd",0,4,0,0,0
2186246,"9-Dec-2021","Wisconsin","Beloit","1900 block of Porter Ave",1,5,0,0,0
2183667,"6-Dec-2021","Pennsylvania","Philadelphia","1500 block of N 29th St",0,4,0,0,0
2182789,"5-Dec-2021","Michigan","Detroit","5200 block of Marlborough St",2,2,0,0,0
2183120,"5-Dec-2021","Texas","El Paso","2910 Tularosa Ave",1,3,0,0,1
2181840,"3-Dec-2021","Tennessee","Memphis","3885 Elvis Presley Blvd",2,2,0,0,0
2181096,"2-Dec-2021","North Carolina","Elizabeth City","Perry St and Jordan St",3,3,0,0,2
2179099,"30-Nov-2021","Georgia","Rex","3600 block of Jervis Court",3,2,1,0,0
2178487,"30-Nov-2021","Michigan","Oxford","745 N Oxford Rd",4,7,0,0,1
2177268,"28-Nov-2021","Pennsylvania","Philadelphia","1300 block of S 50th St",0,4,0,0,0
2176922,"28-Nov-2021","Maryland","Baltimore","1300 block of North Montford Ave",0,7,0,0,0
2177300,"28-Nov-2021","Illinois","Evanston","1950 Green Bay Rd",1,4,0,0,0
2177416,"28-Nov-2021","California","Lancaster","3500 block of Garnet Lane",5,0,0,0,1
2176653,"28-Nov-2021","Colorado","Aurora","1500 block of Dayton St",0,5,0,0,0
2176667,"27-Nov-2021","New Jersey","Newark","900 block of Bergen St",1,3,0,0,0
2176058,"26-Nov-2021","Tennessee","Nashville","2815 Torbett St",2,4,1,0,1
2175329,"25-Nov-2021","Texas","San Antonio","4000 block of Sunrise Creek Dr",3,1,0,0,0
2175615,"25-Nov-2021","South Carolina","Green Sea","Long Branch Swamp Rd",0,4,0,0,0
2173531,"23-Nov-2021","Florida","Lehigh Acres","Cervantes St",0,4,0,0,0
2174033,"23-Nov-2021","Texas","Marshall","700 block of Cross St",1,3,0,0,1
2174685,"22-Nov-2021","North Carolina","Warsaw","101 Matthews St",2,2,0,0,0
2172178,"21-Nov-2021","New Jersey","Passaic","Howe Ave and Lafayette Ave",0,5,0,0,2
2172657,"21-Nov-2021","Louisiana","Baton Rouge","4888 Plank Rd",1,4,0,0,1
2171568,"20-Nov-2021","California","Fresno","3665 N Pleasant Ave",2,2,0,0,0
2172018,"20-Nov-2021","Illinois","Berwyn","6802 W 26th St",0,4,0,0,0
2170438,"18-Nov-2021","Maryland","Cambridge","700 block of Greenwood Ave",1,3,0,0,2
2169719,"17-Nov-2021","Illinois","East Saint Louis","8300 block of State St",1,3,0,0,0
2170140,"17-Nov-2021","New York","Newburgh","William St and Carson Ave",0,4,0,0,1
2169494,"17-Nov-2021","New York","Bronx","815 Burke Ave",1,3,0,0,0
2168989,"17-Nov-2021","Illinois","Chicago","1240 W Randolph St",0,4,0,0,0
2167778,"15-Nov-2021","New York","New York (Manhattan)","101 W 141st St",0,4,0,0,0
2167297,"15-Nov-2021","Colorado","Aurora","1200 Nome St",0,6,0,0,4
2166673,"14-Nov-2021","Pennsylvania","Philadelphia","2700 block of N Howard St",0,6,0,0,0
2166768,"14-Nov-2021","Missouri","Columbia","19 N 5th St",0,5,1,0,1
2166953,"14-Nov-2021","Oregon","Chiloquin","990 Bronco Lane",2,2,0,0,1
2166817,"14-Nov-2021","Alabama","Troy","803 US-231 S",1,5,0,0,0
2166055,"13-Nov-2021","North Carolina","Winston Salem (Winston-salem)","400 block of Gregory St",0,4,0,0,1
2167889,"13-Nov-2021","Louisiana","Houma","100 block of Emma St",0,4,0,0,2
2165535,"12-Nov-2021","Alabama","Birmingham","1100 block of 33rd St SW",2,2,0,0,1
2165600,"12-Nov-2021","Virginia","Richmond","3050 Nine Mile Rd",2,2,0,0,4
2163306,"9-Nov-2021","New York","Rochester","Clifton St and Jefferson Ave",0,4,0,0,0
2163772,"9-Nov-2021","Louisiana","Hahnville (Killona)","160 Killona Dr",1,4,0,0,1
2163617,"9-Nov-2021","South Dakota","Scotland","710 2nd St",3,2,0,0,1
2162196,"8-Nov-2021","Texas","Victoria","10700 FM 236",3,1,0,0,1
2162269,"8-Nov-2021","Pennsylvania","Philadelphia","200 block of E Louden St",0,4,0,0,0
2161323,"7-Nov-2021","Wisconsin","Kenosha","625 57th St",1,3,0,0,0
2161116,"6-Nov-2021","California","Oakley","33 Malicoat Ave",2,2,0,0,1
2160608,"6-Nov-2021","Texas","Marshall","510 S Alamo Blvd",0,6,0,0,2
2161078,"6-Nov-2021","California","Highland","26998 3rd St",0,4,0,0,0
2160838,"5-Nov-2021","California","Oakland","8400 block of International Blvd",1,3,0,0,0
2158417,"3-Nov-2021","Virginia","Norfolk","821 Whitaker Ln",3,2,0,0,1
2158524,"3-Nov-2021","Iowa","Des Moines","11300 block of E 15th St",0,4,0,0,0
2157991,"2-Nov-2021","Alabama","Mobile","4120 Government Blvd",0,4,0,0,1
2157206,"1-Nov-2021","Texas","San Antonio","1900 block of W Laurel St",0,4,0,0,0
2156175,"1-Nov-2021","Florida","Orlando","N Orange Ave and Wall St",0,4,0,0,1
2155369,"31-Oct-2021","Kentucky","Louisville","6210 Shepherdsville Rd",2,2,0,0,0
2155517,"31-Oct-2021","Colorado","Littleton (Lakewood)","6200 block of Alameda Ave",2,2,0,0,0
2155428,"31-Oct-2021","Illinois","Flossmoor","3800 block of Ballantrae Way",1,3,0,0,0
2155282,"31-Oct-2021","Texas","Houston","1909 Schilder Dr",1,3,0,0,0
2155329,"31-Oct-2021","Illinois","Joliet","1018 E Jackson St",3,11,0,0,4
2156001,"31-Oct-2021","Texas","Fort Worth","3700 block of Lebow St",1,3,0,0,2
2154851,"30-Oct-2021","California","Gilroy","400 block of Las Animas Ave",2,2,0,0,1
2154422,"30-Oct-2021","Illinois","Decatur","1100 block of N Union St",0,4,0,0,0
2154441,"30-Oct-2021","Oklahoma","Oklahoma City","NW 122nd St and N Council Rd",0,4,0,0,0
2154873,"30-Oct-2021","California","Sacramento","5560 Palm Ave",2,5,0,0,1
2155172,"30-Oct-2021","Florida","Saint Petersburg","1079 62nd Ave S",1,4,0,0,1
2155001,"30-Oct-2021","Texas","Texarkana","2315 Texas Blvd",1,9,0,0,2
2154283,"29-Oct-2021","New York","Poughkeepsie","32 Cannon St",0,5,0,0,2
2155826,"29-Oct-2021","Michigan","Kalamazoo","3082 S 9th St",0,4,0,0,0
2153285,"28-Oct-2021","Nevada","Las Vegas","3900 block of E Cheyenne Ave",0,4,0,0,0
2153779,"28-Oct-2021","Tennessee","Nashville","210 N 9th St",1,3,0,0,0
2150274,"25-Oct-2021","Idaho","Boise","350 N Milwaukee St",2,3,1,0,0
2154085,"24-Oct-2021","California","Gonzales","Foletta Rd",2,2,0,0,2
2150037,"24-Oct-2021","Mississippi","Crenshaw","413 Jones St",2,3,0,0,2
2148921,"23-Oct-2021","South Carolina","Florence","811 S Irby St",0,6,0,0,0
2148891,"23-Oct-2021","California","Ontario","700 block of E Bonnie Brae Ct",1,4,0,0,2
2148633,"23-Oct-2021","Georgia","Fort Valley","603 Carver Dr",1,7,0,0,0
2148282,"22-Oct-2021","Illinois","Chicago","7901 S Cottage Grove Ave",0,5,0,0,0
2148946,"22-Oct-2021","Washington","Renton","16420 SE 128th St",0,4,0,0,0
2148401,"22-Oct-2021","Maryland","Baltimore","3100 block of W North Ave",0,7,0,0,0
2147114,"21-Oct-2021","New York","Brooklyn","3008 Glenwood Rd",0,4,0,0,0
2147301,"21-Oct-2021","Washington","Tacoma","4258 Everett St",4,0,0,0,1
2147042,"20-Oct-2021","Michigan","Farwell","9539 S Harrison Ave",4,0,0,0,1
2145931,"19-Oct-2021","Wisconsin","Kenosha","610 40th Pl",2,2,1,0,0
2143277,"17-Oct-2021","Louisiana","Grambling","403 Main St",1,7,0,0,2
2143113,"17-Oct-2021","Missouri","Saint Louis","8600 block of Goodfellow Blvd",1,3,0,0,2
2143765,"17-Oct-2021","Texas","Houston","1900 block of Dolly Wright St",0,7,0,0,0
2143889,"17-Oct-2021","Colorado","Colorado Springs","1865 N Academy Blvd",0,5,0,0,0
2144160,"17-Oct-2021","Wisconsin","Racine","Yout St and Carter St",0,6,0,0,0
2143479,"17-Oct-2021","Arkansas","Pine Bluff","820 S Main St",1,8,0,1,0
2143499,"17-Oct-2021","Arkansas","Pine Bluff","University Dr and Pullen Ave",1,3,0,0,0
2143605,"17-Oct-2021","Mississippi","Jackson","3243 Medgar Evers Blvd",3,3,0,0,0
2142402,"16-Oct-2021","Texas","Killeen","308 S Second St",1,3,0,0,0
2142296,"15-Oct-2021","Alabama","Mobile","1621 Virginia St",0,5,0,0,3
2142092,"14-Oct-2021","Minnesota","Minneapolis","814 E Franklin Ave",1,4,0,0,0
2155043,"14-Oct-2021","Mississippi","Mccomb","1300 14th St",0,6,0,0,0
2139048,"12-Oct-2021","Florida","Naples","700 block of 99th Ave",1,3,0,2,3
2139674,"12-Oct-2021","Mississippi","Meridian","2000 block of 17th St",3,1,0,0,0
2139198,"11-Oct-2021","Georgia","Atlanta","4900 Delano Rd",0,6,0,0,0
2137179,"10-Oct-2021","Illinois","Chicago","1565 N Milwaukee Ave",0,4,1,0,1
2137321,"10-Oct-2021","South Carolina","Mc Coll (Mccoll)","4181 Hwy 15-401",2,3,0,0,5
2137561,"10-Oct-2021","Iowa","Sioux City","427 Pierce St",0,4,0,0,0
2137198,"10-Oct-2021","Minnesota","Saint Paul","214 7th St W",1,12,0,3,3
2137555,"10-Oct-2021","Delaware","Dover","1500 block of Nathaniel Mitchell Rd",1,4,0,0,0
2136907,"9-Oct-2021","Louisiana","Livingston","17000 block of LA-444",2,3,0,1,1
2137291,"9-Oct-2021","Texas","Dallas","3000 block of South Blvd",0,4,0,0,0
2137575,"9-Oct-2021","New York","Albany","100 block of North Lake Ave",1,6,0,0,0
2137464,"9-Oct-2021","Colorado","Denver","7300 block of E 22nd Ave",1,3,0,0,0
2136230,"8-Oct-2021","Maryland","Baltimore","2600 block of Jefferson St",0,4,0,0,0
2136270,"8-Oct-2021","District of Columbia","Washington","1700 block of Independence Ave SE",1,3,0,0,0
2135536,"8-Oct-2021","Alabama","Montgomery","1800 block of Cotton Ct",1,3,0,0,0
2135508,"7-Oct-2021","Wisconsin","Milwaukee","W Cherry St and N 8th St",3,1,0,0,0
2134657,"7-Oct-2021","Illinois","Chicago","900 block of N Orleans St",0,4,0,0,0
2135498,"7-Oct-2021","Wisconsin","Milwaukee","2400 block of N 37th St",0,5,0,0,0
2135666,"7-Oct-2021","Louisiana","New Orleans","S Robertson St and Martin Luther King Jr Blvd",1,4,0,0,0
2134217,"6-Oct-2021","Maryland","Baltimore","1243 Patterson Park Ave",1,5,0,0,0
2134359,"6-Oct-2021","Louisiana","New Orleans","603 General Taylor",2,2,0,0,1
2136132,"6-Oct-2021","Ohio","Cleveland","9200 block of Marshall Ave",0,4,0,0,0
2135659,"6-Oct-2021","Ohio","Cleveland","Marshall Ave and E 93rd St",0,4,0,0,0
2133962,"5-Oct-2021","Illinois","Rockford","400 block of S Independence Ave",1,3,0,0,1
2133137,"5-Oct-2021","Minnesota","Saint Paul","922 Thomas Ave W",0,4,0,0,1
2132656,"4-Oct-2021","Minnesota","Minneapolis","626 W Broadway Ave",0,4,0,0,0
2131471,"3-Oct-2021","South Carolina","Bishopville","1113 Sumter Hwy",1,4,0,0,0
2131406,"2-Oct-2021","Texas","San Antonio","6222 S New Braunfels Ave",1,3,0,0,0
2130634,"2-Oct-2021","Colorado","Aurora","12230 E Colfax Ave",1,3,0,0,2
2130763,"1-Oct-2021","Iowa","Cedar Rapids","525 33rd Ave SW",0,6,0,0,1
2130370,"1-Oct-2021","District of Columbia","Washington","Forrester St SW and Galveston Pl SW",1,5,0,0,0
2128682,"29-Sep-2021","Illinois","Chicago","800 block of N Milwaukee Ave",0,4,0,1,0
2128023,"28-Sep-2021","Minnesota","Minneapolis","2700 block of Bloomington Ave",1,3,0,0,0
2127374,"28-Sep-2021","Illinois","Chicago","6500 block of S Calumet Ave",1,3,0,0,0
2126747,"27-Sep-2021","New York","New York (Manhattan)","3964 10th Ave",0,4,0,1,1
2126450,"27-Sep-2021","Illinois","Chicago","826 N Ridgeway Ave",1,3,0,0,0
2125790,"26-Sep-2021","Illinois","Chicago","800 block of S Albany Ave",0,6,0,0,1
2125953,"26-Sep-2021","California","Oakland","1400 block of 8th Ave",0,4,0,0,0
2126261,"26-Sep-2021","Washington","Seattle (Des Moines)","22855 Pacific Hwy S",3,3,0,0,1
2125613,"25-Sep-2021","New York","Utica","800 block of Mohawk St",0,4,0,0,0
2125444,"25-Sep-2021","Tennessee","Athens","Co Rd 60",4,1,0,0,2
2126241,"25-Sep-2021","Tennessee","Chattanooga","1124 Grove St",2,5,0,0,0
2125227,"25-Sep-2021","California","Riverside","6000 Block of Mariposa Ave",0,6,0,0,0
2124396,"24-Sep-2021","South Carolina","Aiken","749 Silver Bluff Rd",3,1,1,0,0
2124887,"24-Sep-2021","California","Los Angeles","11724 Wilmington Ave",0,4,0,0,2
2123395,"23-Sep-2021","Tennessee","Collierville","240 New Byhalia Rd",1,14,1,0,0
2123301,"23-Sep-2021","Pennsylvania","Philadelphia","38th St and Aspen St",0,4,0,0,0
2122565,"22-Sep-2021","North Carolina","Fayetteville","1100 block of Charlie Dr",2,2,0,0,0
2121381,"21-Sep-2021","District of Columbia","Washington","2200 block of Alabama Ave SE",0,5,0,0,0
2120940,"20-Sep-2021","Pennsylvania","Philadelphia","Broad St and Chew Ave",1,5,0,0,0
2121031,"20-Sep-2021","Missouri","Saint Louis","2000 block of St Charles St",1,3,0,0,0
2119583,"19-Sep-2021","New York","Rochester","300 block of Driving Park Ave",2,2,0,0,1
2119701,"19-Sep-2021","Florida","Miami","14900 block of Pierce St",0,4,0,0,1
2119736,"19-Sep-2021","California","Oakland","300 block of 17th St",1,3,0,0,0
2119745,"19-Sep-2021","Texas","Dallas","100 block of N Malcolm X Blvd",2,4,0,0,2
2119609,"19-Sep-2021","Illinois","Chicago","900 block of N Massasoit Ave",0,5,0,0,0
2119950,"19-Sep-2021","South Carolina","Yemassee","145 Yemassee Hwy",1,7,0,0,4
2119470,"18-Sep-2021","New York","Bronx","Teller Ave and E 172nd St",1,3,0,0,0
2119101,"18-Sep-2021","Illinois","Danville","3164 E Main St",2,2,0,0,2
2119478,"18-Sep-2021","Louisiana","Opelousas","500 block of Sapphire St",0,5,0,0,0
2118451,"17-Sep-2021","Georgia","Augusta","519 Broad St",0,4,0,0,2
2116343,"14-Sep-2021","Maryland","Baltimore","1700 block of N Milton Ave",0,4,0,0,0
2116205,"14-Sep-2021","Ohio","Cleveland","2747 Cedar Ave",0,6,0,0,0
2115522,"13-Sep-2021","Wisconsin","Milwaukee","3073 N Sherman Blvd",0,5,0,0,0
2115947,"12-Sep-2021","Minnesota","Saint Paul","7th St W and N Walnut St",4,0,0,0,1
2114626,"12-Sep-2021","Texas","Temple","900 block of S 24th St",0,4,0,0,1
2122103,"12-Sep-2021","Illinois","Blue Island","12200 block of S Irving Ave",2,2,0,0,0
2114481,"12-Sep-2021","Michigan","Detroit","2700 block of Halleck St",2,4,0,0,0
2114510,"11-Sep-2021","Alabama","Dothan","2000 Reeves St",0,5,0,0,0
2114583,"11-Sep-2021","New York","Utica","700 block of Noyes St",1,3,0,0,1
2113623,"11-Sep-2021","Illinois","Chicago","900 block of E 79th St",1,3,0,0,0
2113841,"11-Sep-2021","Illinois","Chicago","300 block of E Kensington Ave",2,4,0,0,0
2113769,"11-Sep-2021","New Jersey","Paterson","E 18th St and Fulton Pl",0,4,0,0,0
2112450,"10-Sep-2021","Florida","Orlando","5526 S Orange Blossom Trl",0,4,0,0,0
2111858,"9-Sep-2021","Illinois","East Saint Louis","510 Martin Luther King Dr",0,7,0,0,3
2112252,"9-Sep-2021","Alabama","Montgomery","1800 block of Cotton Court",1,3,0,0,0
2111895,"8-Sep-2021","Missouri","Saint Louis","4000 block of St Ferdinand Ave",0,4,0,0,0
2110346,"7-Sep-2021","Delaware","Wilmington","A St and New Castle Ave",0,4,0,0,0
2110077,"7-Sep-2021","Kansas","Wichita","351 N Mosley St",1,5,0,0,1
2109075,"6-Sep-2021","Georgia","Atlanta","868 Joseph E Boone Blvd NW",0,5,0,0,0
2108892,"5-Sep-2021","Missouri","Independence","116 W Lexington Ave",0,4,0,0,0
2108560,"5-Sep-2021","New York","Bronx","4848 White Plains Rd",0,4,0,0,0
2108414,"5-Sep-2021","Texas","Houston","7518 Imogene St",4,0,0,0,0
2108378,"5-Sep-2021","Georgia","Athens","E Clayton St and N Jackson St",0,6,0,0,1
2115336,"5-Sep-2021","Missouri","Wyatt","N/A",0,4,0,0,2
2108302,"5-Sep-2021","Florida","Lakeland","N Socrum Loop Rd and Fulton Green Rd",4,1,0,1,1
2109384,"5-Sep-2021","Ohio","Cincinnati","6308 Corbly Rd",0,4,0,0,0
2107828,"4-Sep-2021","Louisiana","Monroe","1600 block of Winnsboro Rd",1,3,0,0,0
2107916,"4-Sep-2021","Alabama","Birmingham","9164 Parkway E",2,2,0,0,4
2108406,"4-Sep-2021","Georgia","Warner Robins","Mauldon Ct and Dunmurry Pl",1,4,0,0,2
2107875,"4-Sep-2021","Pennsylvania","Pittsburgh","7300 block of Hamilton Ave",0,4,0,0,1
2107476,"4-Sep-2021","Illinois","Chicago","1400 block of S Tripp Ave",0,5,0,0,0
2107930,"4-Sep-2021","District of Columbia","Washington","700 block of Longfellow St NW",3,3,0,0,3
2107621,"3-Sep-2021","Texas","Austin","9345 US-290",1,3,0,0,0
2107168,"3-Sep-2021","New York","Syracuse","Nelson St and W Marcellus St",0,4,0,0,0
2107467,"3-Sep-2021","Louisiana","New Iberia","927 S Lewis St",1,3,0,0,0
2107198,"2-Sep-2021","New York","Niagara Falls","336 19th St",0,4,0,0,0
2104725,"31-Aug-2021","North Carolina","Elm City","3500 block of London Church Rd",2,2,0,0,1
2104181,"30-Aug-2021","Illinois","Normal","2000 block of Lambert Dr",2,3,1,0,0
2103256,"29-Aug-2021","Tennessee","Nashville","2621 Jefferson St",0,5,0,0,1
2102991,"29-Aug-2021","Nevada","Las Vegas","1750 S Rainbow Blvd",1,3,0,0,3
2103311,"29-Aug-2021","Wisconsin","Milwaukee","N 41st St and W Lloyd St",0,4,0,0,0
2103132,"28-Aug-2021","New York","Albany","Sherman St and Henry Johnson Blvd",0,5,0,0,0
2103035,"28-Aug-2021","California","San Diego","3100 block of Mission Blvd",0,4,0,0,0
2102694,"28-Aug-2021","Illinois","Chicago","2800 block of W 12th Pl",0,4,0,0,0
2102082,"27-Aug-2021","Pennsylvania","Sharon Hill","300 Calcon Hook Rd",1,4,0,0,5
2101199,"27-Aug-2021","California","Los Angeles","8400 block of Fountain Ave",0,4,0,0,0
2101774,"27-Aug-2021","West Virginia","Huntington","300 block of Oney Ave",2,2,0,0,1
2100578,"26-Aug-2021","Minnesota","Minneapolis","3006 Lyndale Ave",0,7,0,0,0
2100397,"25-Aug-2021","Washington","Kennewick","217215 E Finley Rd",3,1,1,0,0
2098246,"23-Aug-2021","Illinois","Chicago","W Wilson Ave and N Sheridan Rd",0,4,0,0,0
2097075,"22-Aug-2021","Illinois","Chicago","3400 block of W Lake St",1,4,0,0,0
2097481,"22-Aug-2021","Illinois","Carbondale","501 W Cherry St",1,3,0,0,0
2097494,"22-Aug-2021","Colorado","Denver","19th St and Blake St",1,5,0,0,0
2097271,"22-Aug-2021","Michigan","Grand Rapids","1500 block of Linden Ave SE",1,3,0,0,0
2098321,"22-Aug-2021","Oregon","Portland","322 NW Everett St",0,5,0,0,0
2096687,"21-Aug-2021","Illinois","Chicago","3500 block of W Walnut St",0,4,0,0,0
2097063,"21-Aug-2021","Illinois","Chicago","1600 block of E 87th Pl",1,5,0,0,0
2095800,"20-Aug-2021","Michigan","Flint","2905 Saginaw St",1,3,0,0,0
2095116,"19-Aug-2021","Illinois","Chicago","300 block of E 47th St",0,4,0,0,0
2095394,"19-Aug-2021","Maryland","Edgewood","1700 block of Crimson Tree Way",1,3,0,0,0
2095087,"19-Aug-2021","Pennsylvania","Philadelphia","5100 block of Germantown Ave",1,4,0,0,0
2094421,"18-Aug-2021","Maryland","Germantown","19575 Scenery Dr",1,3,0,0,1
2094457,"18-Aug-2021","North Carolina","Durham","Ridgeway Ave and Wabash St",1,3,0,0,0
2094071,"18-Aug-2021","Ohio","Youngstown","619 Samuel Ave",2,4,0,0,0
2094035,"18-Aug-2021","California","Los Angeles","W Jefferson Blvd and Culver Blvd",0,4,0,0,1
2093581,"17-Aug-2021","New York","Brooklyn","422 Mother Gaston Blvd",0,5,0,0,0
2092469,"16-Aug-2021","New York","Brooklyn","927 DeKalb Ave",0,8,0,0,0
2092227,"16-Aug-2021","Michigan","Detroit","4421 Central Ave",1,3,0,0,0
2091597,"15-Aug-2021","Texas","San Antonio","1621 S New Braunfels Ave",3,2,0,0,2
2091489,"15-Aug-2021","Illinois","Chicago","1300 block of E 75th St",0,4,0,0,0
2091531,"14-Aug-2021","Indiana","Indianapolis","Wheeler St and E 28th St",1,3,0,0,0
2090949,"14-Aug-2021","New York","Brooklyn","Lexington Ave and Marcy Ave",0,4,0,0,0
2090971,"14-Aug-2021","Ohio","Akron","271 Maiden Ln",0,5,0,0,0
2090777,"14-Aug-2021","Indiana","Indianapolis","Lafayette Rd and W 38th St",1,4,0,0,0
2090924,"14-Aug-2021","New Jersey","Trenton","875 New Willow St",0,4,0,0,0
2092110,"14-Aug-2021","Texas","Wichita Falls","2406 Sheppard Access Rd",0,4,0,0,0
2089972,"13-Aug-2021","Nevada","Las Vegas","2601 E Sunset Rd",0,6,1,0,0
2088659,"11-Aug-2021","Pennsylvania","Philadelphia","5500 Rising Sun Ave",1,4,0,0,0
2089557,"10-Aug-2021","Mississippi","Coahoma","N/A",2,2,0,0,3
